ID,回答エリア,施設,回答日時,宿泊数（全行程）,宿泊数（県内）,宿泊エリア（県内）,宿泊エリア（県外）,同行者,宿泊目的,交通手段,交通手段（施設）,満足度（交通手段）,満足度理由（交通手段）,一人あたり宿泊費,一人あたり交通費,一人あたり消費額（県内）,訪問回数,情報源,訪問施設（前）,訪問施設（前）自由記入,訪問施設（後）自由記入,一人あたり消費額（施設）,満足度（商品・サービス）,満足度理由（商品・サービス）,満足度（施設）,満足度理由（施設）,不便（施設）,不便理由,NPS,自由意見（施設）,リピート意向,自由意見（県内）,性別,生年,都道府県,市区町村,世帯年収,回答動機,旅全体の総合満足度を教えてください。,"石川県への旅行を、どのくらい家族や友人に勧めたいと薦めたいと思いますか。
０（まったく薦めたくない）～１０（ぜひ薦めたい）でお答え下さい。",今回の旅行またはお出かけにおいて、特に人に薦めたいと感じたものとその理由について具体的に教えてください。
3413,加賀,みやびの宿加賀百万石,2024-03-28T10:26:57+09:00,2泊,2泊,加賀エリア （山代温泉、山中温泉、片山津温泉、粟津温泉、辰口温泉、加賀市、小松市など）,石川県外には泊まらない,小学生以下連れの家族,"温泉や露天風呂, テーマパーク（遊園地、動物園、博物館など）",自家用車,自家用車,,,"30,000円以上、40,000円未満","10,000円以上、20,000円未満","10,000円以上、20,000円未満",初めて,インターネット・アプリ,選択なし/該当施設なし,福井県立恐竜博物館,,"20,000円以上、30,000円未満",とても満足,,とても満足,,感じなかった,,8,,また行きたい（1年以内）,特になし,男性,1976,徳島県,徳島市,800万円以上900万円未満,なんとなく,,,
3414,加賀,いしかわ動物園,2024-03-28T12:52:07+09:00,日帰り,石川県内には宿泊しない,石川県内には宿泊しない,石川県外には泊まらない,小学生以下連れの家族,テーマパーク（遊園地、動物園、博物館など）,県外から訪れていない（石川県内在住）,自家用車,,,使わない,"1,000円未満","1,000円以上、3,000円未満",１１回目以上,"X(旧：Twitter), Instagram",選択なし/該当施設なし,,,"1,000円未満",満足,,満足,,感じなかった,窓が汚れていて動物が見えなかった(虎の展示の通路面の下を見る窓),10,,石川県在住,悪天候や暑い寒い時期に遊べる屋内の小学生以下が遊べる施設(アスレチックや飲食スペース),男性,1981,石川県,金沢市,1500万円以上,"能登牛が当たる, ひゃくまさんが好き",,,
3415,加賀,いしかわ動物園,2024-03-28T12:58:49+09:00,日帰り,石川県内には宿泊しない,石川県内には宿泊しない,泊まらない,小学生以下連れの家族,"テーマパーク（遊園地、動物園、博物館など）, 買い物、アウトレット",自家用車,自家用車,どちらでもない,,使わない,"3,000円以上、5,000円未満","10,000円以上、20,000円未満",２～５回目,隣県だから,選択なし/該当施設なし,,,"5,000円以上、10,000円未満",満足,ホワイトタイガー目当てなのにいなかった。。。,満足,ゆっくりできる！,感じた,橋を渡りたかった。。。,9,自然を使ったアスレチックがほしいです！,また行きたい（1年以内）,輪島にカジノを！,男性,1987,福井県,福井市,600万円以上700万円未満,能登牛が当たる,,,いしかわ動物園は海も陸もあってオススメです！
3416,金沢,金沢駅,2024-03-28T13:00:28+09:00,2泊,2泊,金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）,石川県外には泊まらない,親,"宿でのんびり過ごす, 温泉や露天風呂, 地元の美味しいものを食べる, 花見や紅葉などの自然鑑賞, 名所、旧跡の観光","新幹線, 在来線",在来線,とても満足,お得なツアーチケットがあったため,"30,000円以上、40,000円未満","1,000円以上、3,000円未満","3,000円以上、5,000円未満",初めて,インターネット・アプリ,選択なし/該当施設なし,,,"1,000円以上、3,000円未満",満足,綺麗,とても満足,綺麗,感じなかった,,8,,機会があれば行きたい,特になし,女性,2001,埼玉県,久喜市,400万円以上500万円未満,能登牛が当たる,,,新幹線ですぐ着いた
3417,能登,のと里山空港,2024-03-28T13:15:21+09:00,4泊以上,4泊以上,能登エリア （和倉温泉、七尾市、輪島市、珠洲市など）,石川県外には泊まらない,自分ひとり,"地元の美味しいものを食べる, 花見や紅葉などの自然鑑賞, 名所、旧跡の観光, テーマパーク（遊園地、動物園、博物館など）, 買い物、アウトレット, お祭りやイベントへの参加・見物, アウトドア（海水浴、釣り、登山など）, スキー・スノボ・マリンスポーツ, 友人・親戚を訪ねる",飛行機,自家用車,満足,乗り合いバス・タクシーが充実している。,使わない,"20,000円以上、30,000円未満","30,000円以上、40,000円未満",１１回目以上,"インターネット・アプリ, X(旧：Twitter), Instagram, Facebook, タクシードライバーや地元の人",選択なし/該当施設なし,藤浪台運動公園,,"5,000円以上、10,000円未満",満足,インターネット接続環境が充実している。,満足,下りエスカレーターがほしい。,感じた,下りエスカレーターがほしい。,8,釣り、温泉、きのこ狩り、マリンスポーツ、クルージング,また行きたい（1年以内）,いしる、へしこ、ふぐの内蔵漬、カレー,男性,1984,神奈川県,横須賀市,500万円以上600万円未満,"能登牛が当たる, 石川県のおすすめ観光スポットが見たい, 石川県の雑学を知りたい",,,能登へのアクセス
3418,金沢,石川県立美術館,2024-03-28T14:14:01+09:00,日帰り,石川県内には宿泊しない,石川県内には宿泊しない,石川県外には泊まらない,自分ひとり,石川県立美術館での展示訪問,自家用車,自家用車,,,使わない,使わない,使わない,２～５回目,X(旧：Twitter),選択なし/該当施設なし,,,"1,000円以上、3,000円未満",とても満足,,とても満足,,感じなかった,,10,,石川県在住,刀剣の展示は全国から人を集めることができるので、これからもたくさんおこなってほしい。石川県という都市から離れた土地であっても、文化の面で活躍してほしい,女性,2002,石川県,能美郡川北町,1000万円以上1200万円未満,"能登牛が当たる, 石川県のおすすめ観光スポットが見たい",,,
3419,金沢,金沢中央観光案内所,2024-03-28T16:16:14+09:00,2泊,2泊,金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）,石川県外には泊まらない,夫婦2人,"地元の美味しいものを食べる, 花見や紅葉などの自然鑑賞, 名所、旧跡の観光, まちあるき、都市散策",自家用車,路線バス,とても満足,金沢一日フリー乗車券で、気軽に移動できる　,"3,000円以上、5,000円未満","10,000円以上、20,000円未満","10,000円以上、20,000円未満",初めて,市内観光中　見つけたので、ぶらっと入った,尾山神社,,ホテルに戻る,使わない,どちらでもない,,どちらでもない,,感じなかった,,8,,また行きたい（1年以内）,海鮮,女性,1958,奈良県,奈良市,400万円以上500万円未満,能登牛が当たる,,,街が整っている　庭園等歴史を感じる
3420,金沢,金沢中央観光案内所,2024-03-28T16:18:39+09:00,2泊,2泊,金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）,石川県外には泊まらない,夫婦2人,名所、旧跡の観光,自家用車,路線バス,満足,フリーバス乗車券があったのでうまく利用できたから。,"40,000円以上、50,000円未満","10,000円以上、20,000円未満","10,000円以上、20,000円未満",初めて,観光連盟やDMOのHP,尾山神社,,,使わない,どちらでもない,休憩と情報収集のため利用したから。,どちらでもない,十分理解していない。,感じなかった,,8,軽食を充実させてほしい。,機会があれば行きたい,特になし,男性,1957,奈良県,奈良市,500万円以上600万円未満,なんとなく,,,見どころの多さ。
3421,金沢,金沢城公園,2024-03-28T17:13:54+09:00,1泊,1泊,金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）,石川県外には泊まらない,夫婦2人,"温泉や露天風呂, 地元の美味しいものを食べる, 名所、旧跡の観光, テーマパーク（遊園地、動物園、博物館など）, ドライブ・ツーリング",自家用車,自家用車,,,"10,000円以上、20,000円未満","1,000円未満","10,000円以上、20,000円未満",１１回目以上,"新聞・雑誌・ガイドブック, Instagram, 友人・知人",兼六園,,,"1,000円未満",とても満足,お店がお洒落だった,とても満足,お城がキレイ,感じなかった,,10,,石川県在住,特になし,女性,1977,石川県,金沢市,900万円以上1000万円未満,ひゃくまんさんが好き,,,海鮮類　新鮮で美味しい
3422,加賀,たちばな四季亭,2024-03-28T17:32:03+09:00,2泊,2泊,加賀エリア （山代温泉、山中温泉、片山津温泉、粟津温泉、辰口温泉、加賀市、小松市など）,石川県外には泊まらない,夫婦2人,"宿でのんびり過ごす, 温泉や露天風呂, 地元の美味しいものを食べる",自家用車,自家用車,,,"50,000円以上、100,000円未満","20,000円以上、30,000円未満","10,000円以上、20,000円未満",６～１０回目,インターネット・アプリ,那谷寺,,,"20,000円以上、30,000円未満",満足,,満足,,感じた,パジャマ、ゆかごがあればいい,5,,機会があれば行きたい,特になし,女性,1960,大阪府,河内長野市,1000万円以上1200万円未満,能登牛が当たる,,,温泉がいい
3423,加賀,たちばな四季亭,2024-03-28T17:33:13+09:00,1泊,1泊,加賀エリア （山代温泉、山中温泉、片山津温泉、粟津温泉、辰口温泉、加賀市、小松市など）,石川県外には泊まらない,夫婦2人,"宿でのんびり過ごす, 温泉や露天風呂, 名所、旧跡の観光",自家用車,自家用車,,,"30,000円以上、40,000円未満","10,000円以上、20,000円未満","20,000円以上、30,000円未満",２～５回目,"インターネット・アプリ, ブログ",選択なし/該当施設なし,,兼六園、茶屋街,"30,000円以上、40,000円未満",どちらでもない,他との比較の結果,どちらでもない,価格との相関,感じなかった,,6,,機会があれば行きたい,寿司など地元料理,男性,1956,大阪府,河内長野,900万円以上1000万円未満,なんとなく,,,
3424,金沢,金沢城公園,2024-03-28T17:51:26+09:00,1泊,1泊,金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）,石川県外には泊まらない,夫婦2人,スポーツ観戦や芸術鑑賞（コンサート等）,新幹線,徒歩,,,"5,000円以上、10,000円未満","10,000円以上、20,000円未満","10,000円以上、20,000円未満",初めて,観光パンフレット・ポスター,ひがし茶屋街,,,使わない,とても満足,ボランティアガイドの方が親切に質問に答えてくれた。,とても満足,ドラクエウォーク(スマホアプリゲーム)でレアアイテムがゲットできる。,感じなかった,,10,広いがのどが乾いてもなかなか給水できるところがないように感じました。でも自販機とか味気ないものよりは、和風の出店があれば利用する人は多いと思う。,また行きたい（1年以内）,金沢競馬をもっと盛り上げたい。,女性,1975,大阪府,大阪市,100万円以上200万円未満,ひゃくまんさんが好き,,,歴史と文化を感じ、どこも美しく食べ物がおいしい。兼六園内のような茶店があればうれしい。
3425,金沢,KOKOHOTEL Premier 金沢香林坊,2024-03-28T18:12:58+09:00,1泊,1泊,金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）,石川県外には泊まらない,妹,"温泉や露天風呂, 地元の美味しいものを食べる, 名所、旧跡の観光, まちあるき、都市散策",新幹線,"路線バス, 徒歩",とても満足,安く、本数も多かった,"5,000円以上、10,000円未満","1,000円未満","10,000円以上、20,000円未満",初めて,"インターネット・アプリ, Instagram",兼六園,,,使わない,とても満足,部屋も綺麗で良かった,満足,アメニティも充実していた,感じなかった,,10,おでんや海鮮がとても美味しく、楽しめました！,また行きたい（1年以内）,ロープウェイやリフトなど、景色を楽しめたらいいなと思います。,女性,2001,東京都,大田区,600万円以上700万円未満,能登牛が当たる,,,食べ物と風情ある街並み
3426,加賀,小松空港,2024-03-28T18:45:50+09:00,2泊,石川県内には宿泊しない,石川県内には宿泊しない,福井県,小学生以下連れの家族,"宿でのんびり過ごす, 温泉や露天風呂, 地元の美味しいものを食べる, テーマパーク（遊園地、動物園、博物館など）","自家用車, 飛行機",レンタカー,満足,概ね満足しているが、空港からレンタカー営業所までやや距離があったのが不満。,使わない,"1,000円未満","10,000円以上、20,000円未満",２～５回目,インターネット・アプリ,選択なし/該当施設なし,こまつの杜,,"1,000円以上、3,000円未満",満足,,とても満足,キッズスペースの隣にオムツ替えや授乳ができるスペースが区切られているのがとても便利だった。,感じた,エレベーターの位置が建物の端にしかなかったのが不便だった。,9,,機会があれば行きたい,特になし,無回答,1984,東京都,立川市,900万円以上1000万円未満,能登牛が当たる,,,
3427,加賀,航空プラザ,2024-03-28T19:57:07+09:00,3泊,1泊,加賀エリア （山代温泉、山中温泉、片山津温泉、粟津温泉、辰口温泉、加賀市、小松市など）,福井県,夫婦2人,"地元の美味しいものを食べる, テーマパーク（遊園地、動物園、博物館など）, まちあるき、都市散策","在来線, 飛行機",徒歩,,,"3,000円以上、5,000円未満","20,000円以上、30,000円未満","5,000円以上、10,000円未満",初めて,インターネット・アプリ,選択なし/該当施設なし,,,"1,000円以上、3,000円未満",満足,,満足,,感じた,立ち入り禁止部分を子連れには案内している時があり不公平感があった,9,お土産屋をカード利用できるようにしてほしい,機会があれば行きたい,地元ならでは、季節ならではの飲食がしたい,女性,1980,神奈川県,横浜市,700万円以上800万円未満,能登牛が当たる,,,
3428,加賀,「里山健康学校」せせらぎの郷,2024-03-28T21:14:48+09:00,日帰り,石川県内には宿泊しない,石川県内には宿泊しない,石川県外には泊まらない,自分ひとり,温泉や露天風呂,自家用車,自家用車,,,使わない,使わない,使わない,１１回目以上,友人・知人,ゆのくにの森,,,使わない,どちらでもない,,どちらでもない,,感じなかった,,5,,また行きたい（1年以内）,とくぬし,男性,1975,石川県,小松市,200万円以上300万円未満,なんとなく,,,
3429,加賀,小松市観光交流センター Komatsu九,2024-03-28T21:18:35+09:00,3泊,2泊,加賀エリア （山代温泉、山中温泉、片山津温泉、粟津温泉、辰口温泉、加賀市、小松市など）,富山県,自分ひとり,"宿でのんびり過ごす, 買い物、アウトレット",新幹線,在来線,とても満足,,"10,000円以上、20,000円未満","10,000円以上、20,000円未満","10,000円以上、20,000円未満",初めて,観光協会等の案内所,日本自動車博物館,,,"1,000円未満",とても満足,,とても満足,,感じなかった,,10,,また行きたい（1年以内）,特になし,男性,1994,岐阜県,各務原市,500万円以上600万円未満,石川県のおすすめ観光スポットが見たい,,,
3430,金沢,KOKOHOTEL Premier 金沢香林坊,2024-03-28T23:22:13+09:00,4泊以上,4泊以上,金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）,石川県外には泊まらない,恋人,"地元の美味しいものを食べる, 名所、旧跡の観光",新幹線,路線バス,不満,終電が早すぎる、23時位まであると有難い。,"50,000円以上、100,000円未満","30,000円以上、40,000円未満","50,000円以上、100,000円未満",初めて,"観光展・物産展, 観光パンフレット・ポスター",ひがし茶屋街,,,"30,000円以上、40,000円未満",どちらでもない,フロントの対応が少し冷たく感じた。,満足,部屋が綺麗、ロビーの香りが素敵。,感じなかった,,8,,機会があれば行きたい,九谷焼が好きなので、もう少しPRを頑張っていただいて、金沢のいろんな場所で買えるようにしてほしい。,男性,1999,東京都,武蔵野市,300万円以上400万円未満,"能登牛が当たる, なんとなく",,,食事と歴史のある町並み
3431,加賀,小松空港,2024-03-29T00:11:29+09:00,4泊以上,4泊以上,金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）,石川県外には泊まらない,職場の同僚,能登復旧支援,飛行機,路線バス,とても不満,便数が限られる,"40,000円以上、50,000円未満","50,000円以上、100,000円未満","10,000円以上、20,000円未満",２～５回目,インターネット・アプリ,選択なし/該当施設なし,金沢駅,羽田空港,"1,000円以上、3,000円未満",とても不満,,とても不満,,感じた,,2,カードラウンジのサービス拡充,どちらともいえない,特になし,無回答,1981,鹿児島県,鹿児島市,300万円以上400万円未満,能登牛が当たる,,,
3432,金沢,石川県立美術館,2024-03-29T07:47:34+09:00,1泊,1泊,金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）,石川県外には泊まらない,恋人,"地元の美味しいものを食べる, 名所、旧跡の観光, 買い物、アウトレット, まちあるき、都市散策",飛行機,徒歩,,,"5,000円以上、10,000円未満","1,000円以上、3,000円未満","40,000円以上、50,000円未満",初めて,兼六園と共通チケットで,金沢21世紀美術館,,,使わない,どちらでもない,魅力的なお土産があるともっと良かった,満足,施設は静かで、トイレも綺麗だった,感じなかった,,6,お土産がもう少し豊富にあると良かった,機会があれば行きたい,海鮮が楽しみで行きました,女性,1973,神奈川県,川崎市,700万円以上800万円未満,能登牛が当たる,,,今回一泊で、金沢駅周辺しか行けなかったので、ゆったりした広範囲の観光を勧めたい
3433,加賀,小松空港,2024-03-29T08:31:10+09:00,日帰り,1泊,金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）,福井県,夫婦2人,"買い物、アウトレット, まちあるき、都市散策",自家用車,自家用車,,,"20,000円以上、30,000円未満","1,000円以上、3,000円未満","10,000円以上、20,000円未満",２～５回目,Instagram,選択なし/該当施設なし,,,使わない,どちらでもない,,とても満足,スタッフさんが親切,感じなかった,,8,羽二重くるみ,また行きたい（1年以内）,魚,女性,1995,福井県,福井市,200万円以上300万円未満,能登牛が当たる,,,
3434,金沢,KOKOHOTEL Premier 金沢香林坊,2024-03-29T08:45:52+09:00,1泊,1泊,金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）,富山県,自分ひとり,"宿でのんびり過ごす, 地元の美味しいものを食べる, 友人・親戚を訪ねる",新幹線,タクシー,どちらでもない,タクシー代がもう少し安かったら…,"10,000円以上、20,000円未満","20,000円以上、30,000円未満","30,000円以上、40,000円未満",初めて,"観光連盟やDMOのHP, Instagram",選択なし/該当施設なし,townforks coffee ,金沢駅,"10,000円以上、20,000円未満",満足,朝食のクオリティをもう少し上げて欲しい,満足,,感じた,,7,,また行きたい（1年以内）,特にぬし,女性,1975,東京都,新宿区,1200万円以上1500万円未満,"能登牛が当たる, 石川県のおすすめ観光スポットが見たい",,,
3435,金沢,KOKOHOTEL Premier 金沢香林坊,2024-03-29T08:54:00+09:00,1泊,1泊,金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）,石川県外には泊まらない,自分ひとり,"地元の美味しいものを食べる, 名所、旧跡の観光",新幹線,徒歩,,,"5,000円以上、10,000円未満","30,000円以上、40,000円未満","30,000円以上、40,000円未満",２～５回目,インターネット・アプリ,兼六園,,,"5,000円以上、10,000円未満",とても満足,今回はたのまなかったが、マッサージがついてて、疲れた際には非常にいいものになると思う。さらに朝食も豪華で良さそうだった。,とても満足,ベッドも広く、お風呂も気持ちよかった。,感じなかった,,10,,また行きたい（1年以内）,特になし,男性,1999,東京都,八王子市,300万円以上400万円未満,なんとなく,,,住まいの東京から新幹線ですぐに行けて、観光地もあちこちに無いので、旅行しやすい。
3436,金沢,金沢東急ホテル,2024-03-29T11:30:51+09:00,日帰り,石川県内には宿泊しない,石川県内には宿泊しない,石川県外には泊まらない,夫婦2人,"地元の美味しいものを食べる, 買い物、アウトレット, まちあるき、都市散策",自家用車,自家用車,,,使わない,"3,000円以上、5,000円未満","10,000円以上、20,000円未満",初めて,"観光展・物産展, 新聞・雑誌・ガイドブック, 観光パンフレット・ポスター",選択なし/該当施設なし,,,使わない,とても満足,,とても満足,,感じなかった,,10,,石川県在住,特になし,男性,1971,石川県,河北郡内灘町,200万円以上300万円未満,ひゃくまんさんが好き,,,
3437,金沢,西茶屋資料館,2024-03-29T11:56:54+09:00,2泊,2泊,金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）,石川県外には泊まらない,小学生以下連れの家族,宿でのんびり過ごす,新幹線,徒歩,,,"100,000円以上","20,000円以上、30,000円未満","10,000円以上、20,000円未満",初めて,"観光展・物産展, 新聞・雑誌・ガイドブック",ひがし茶屋街,,,"1,000円未満",とても満足,,とても満足,,感じなかった,,8,,また行きたい（1年以内）,回転寿司の安価な店があるといい,女性,1972,神奈川県,相模原市,100万円以上200万円未満,能登牛が当たる,,,
3438,金沢,石川県立美術館,2024-03-29T12:21:12+09:00,1泊,1泊,金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）,石川県外には泊まらない,自分ひとり,"宿でのんびり過ごす, 地元の美味しいものを食べる, テーマパーク（遊園地、動物園、博物館など）, まちあるき、都市散策",飛行機,徒歩,,,"10,000円以上、20,000円未満","40,000円以上、50,000円未満","40,000円以上、50,000円未満",６～１０回目,X(旧：Twitter),尾山神社,,文学館,"1,000円以上、3,000円未満",とても満足,展示が見やすかったです,とても満足,トイレがきれい　順路がわかりやすい,感じなかった,,10,,機会があれば行きたい,郷土料理が食べたいです。あと洋菓子が全体的に見た目も美しく美味しいですね,女性,1981,福岡県,福岡市,1200万円以上1500万円未満,能登牛が当たる,,,
3439,金沢,金沢城公園,2024-03-29T12:31:23+09:00,日帰り,石川県内には宿泊しない,石川県内には宿泊しない,石川県外には泊まらない,自分ひとり,名所、旧跡の観光,自家用車,自家用車,とても満足,,使わない,"1,000円未満","1,000円以上、3,000円未満",１１回目以上,観光協会等の案内所,兼六園,,,"1,000円未満",とても満足,,とても満足,,感じなかった,,10,体験できるアクティビティが増えるといいな,また行きたい（1年以内）,可愛いお土産のお菓子とか有ればいいな,女性,1980,石川県,金沢市,100万円以上200万円未満,ひゃくまんさんが好き,,,VR映像が凄かった
3440,加賀,ふれあい昆虫館,2024-03-29T13:10:28+09:00,日帰り,石川県内には宿泊しない,石川県内には宿泊しない,石川県外には泊まらない,小学生以下連れの家族,テーマパーク（遊園地、動物園、博物館など）,自家用車,自家用車,とても満足,,使わない,"1,000円未満","1,000円以上、3,000円未満",２～５回目,すまいるクーポン,選択なし/該当施設なし,,,"1,000円未満",とても満足,,とても満足,,感じなかった,,10,,また行きたい（1年以内）,特になし,女性,1986,石川県,金沢市,600万円以上700万円未満,能登牛が当たる,,,
3441,金沢,金沢城公園,2024-03-29T13:24:30+09:00,日帰り,石川県内には宿泊しない,石川県内には宿泊しない,石川県外には泊まらない,自分ひとり,"宿でのんびり過ごす, 温泉や露天風呂, 地元の美味しいものを食べる, 花見や紅葉などの自然鑑賞, 名所、旧跡の観光, テーマパーク（遊園地、動物園、博物館など）, 買い物、アウトレット, お祭りやイベントへの参加・見物, スポーツ観戦や芸術鑑賞（コンサート等）, アウトドア（海水浴、釣り、登山など）, まちあるき、都市散策, 各種体験（手作り、果物狩りなど）, スキー・スノボ・マリンスポーツ, その他スポーツ（ゴルフ、テニスなど）, ドライブ・ツーリング, 友人・親戚を訪ねる, 出張など仕事関係","新幹線, 旅行会社ツアーバス","自家用車, 路線バス",とても満足,支援物資等に説明明確していて最高です✨,"100,000円以上","100,000円以上","100,000円以上",１１回目以上,"観光展・物産展, 新聞・雑誌・ガイドブック, TV・ラジオ番組やCM, 観光パンフレット・ポスター, 観光連盟やDMOのHP, インターネット・アプリ, X(旧：Twitter), Instagram, Facebook, ブログ, 友人・知人, 観光協会等の案内所, タクシードライバーや地元の人",近江町市場,食糧支援や警察支援等に役立っていて説明明瞭していて最高です✨,詳細支援や観光支援等に説明明瞭していて最高です✨,"100,000円以上",とても満足,旅行支援や医療支援等に捗っておりとても充実しておりましす。,とても不満,開催支援や交際支援等に説明明確でとても最高です✨,感じた,地震支援や医師支援等に説明明瞭していて最高です✨,10,支援物資や治療物資等に説明明確していて最高,石川県在住,エンタープライズ最高。,男性,1980,石川県,金沢市,100万円未満,"能登牛が当たる, ひゃくまんさんが好き, ARでひゃくまんさんと写真が撮りたかった, ひゃくまんさんの名刺をコレクションしている, 動く３Dひゃくまんさんを見たい, 石川県のおすすめ観光スポットが見たい, 石川県の雑学を知りたい, なんとなく",,,親近者や親族者等に説明明瞭していて最高。
3442,金沢,金沢中央観光案内所,2024-03-29T14:10:53+09:00,2泊,2泊,金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）,石川県外には泊まらない,夫婦、娘夫婦、孫２人,"地元の美味しいものを食べる, 名所、旧跡の観光, 友人・親戚を訪ねる",自家用車,徒歩,,,"10,000円以上、20,000円未満","1,000円以上、3,000円未満","20,000円以上、30,000円未満",初めて,歩いていたらちょうどあったので入ってみた,尾山神社,,武家屋敷,使わない,どちらでもない,,どちらでもない,,感じなかった,,8,特になし,機会があれば行きたい,お土産がどれも綺麗で美味しいそうなのでどれにしようかとてもまよいます,女性,1954,静岡県,静岡市,100万円未満,石川県のおすすめ観光スポットが見たい,,,金沢城がとても良いから
3443,加賀,加賀伝統工芸村　ゆのくにの森,2024-03-29T14:34:27+09:00,1泊,1泊,加賀エリア （山代温泉、山中温泉、片山津温泉、粟津温泉、辰口温泉、加賀市、小松市など）,石川県外には泊まらない,小学生以下連れの家族,"宿でのんびり過ごす, 温泉や露天風呂, 地元の美味しいものを食べる",自家用車,自家用車,,,"30,000円以上、40,000円未満","10,000円以上、20,000円未満","20,000円以上、30,000円未満",初めて,"新聞・雑誌・ガイドブック, 観光パンフレット・ポスター, インターネット・アプリ",石川県立航空プラザ,,,"3,000円以上、5,000円未満",とても満足,,とても満足,,感じなかった,,9,,また行きたい（1年以内）,子どもと一緒に遊べるアクティビティ,男性,1985,岐阜県,大垣市,1000万円以上1200万円未満,"能登牛が当たる, なんとなく",,,
3444,加賀,ふれあい昆虫館,2024-03-29T14:34:33+09:00,1泊,1泊,金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）,石川県外には泊まらない,夫婦2人,"地元の美味しいものを食べる, 花見や紅葉などの自然鑑賞, 名所、旧跡の観光, ギフチョウの時期になったので","飛行機, 夜行バス","レンタカー, レンタサイクル",満足,久々の自転車が楽しいので,"5,000円以上、10,000円未満","10,000円以上、20,000円未満","5,000円以上、10,000円未満",初めて,"観光連盟やDMOのHP, インターネット・アプリ, X(旧：Twitter)",選択なし/該当施設なし,樹木公園、白山比咩神社,知らない場所なので,"1,000円未満",満足,平日で空いているタイミングだったのでゆっくり見ることができた。放し飼いの蝶が導線道で死んでいなかった（別の園では踏み潰されていたので…）,満足,広い。密ではない,感じなかった,,10,標本の販売があると面白いです,また行きたい（1年以内）,ギフチョウ関連,女性,1989,神奈川県,川崎市,600万円以上700万円未満,能登牛が当たる,,,蝶の放し飼いを落ち着いて眺めることが可能
3445,加賀,加賀国府ものがたり館,2024-03-29T14:41:59+09:00,3泊,1泊,加賀エリア （山代温泉、山中温泉、片山津温泉、粟津温泉、辰口温泉、加賀市、小松市など）,富山県,小学生以下連れの家族,"温泉や露天風呂, 地元の美味しいものを食べる, 名所、旧跡の観光",自家用車,自家用車,,,"20,000円以上、30,000円未満","5,000円以上、10,000円未満","5,000円以上、10,000円未満",初めて,観光パンフレット・ポスター,選択なし/該当施設なし,,,使わない,満足,スタッフが親切でした。,満足,ロボット案内も面白かった,感じなかった,,7,,機会があれば行きたい,美味しい料理がもっと安いと嬉しい,男性,1986,三重県,名張市,500万円以上600万円未満,能登牛が当たる,,,スタッフが親切だから
3446,加賀,加賀国府ものがたり館,2024-03-29T14:50:35+09:00,3泊,1泊,加賀エリア （山代温泉、山中温泉、片山津温泉、粟津温泉、辰口温泉、加賀市、小松市など）,富山県,小学生以下連れの家族,"宿でのんびり過ごす, 名所、旧跡の観光",自家用車,自家用車,,,"5,000円以上、10,000円未満","1,000円以上、3,000円未満","1,000円以上、3,000円未満",初めて,インターネット・アプリ,選択なし/該当施設なし,美濃ふるさとミュージアム,すずや,使わない,とても満足,スタッフの方が親切で、コースター作りで、お土産が出来て、こどもが喜んだから。,とても満足,綺麗でロボットの説明が面白かったため。,感じた,ロボットの説明がやや長いので、短いパターンもあると良いかな…,9,子どものクイズラリーがあると楽しく学習できるかな？,また行きたい（1年以内）,スタンプラリーや謎解きが好きです。そういう長期のイベントがあると、行きたいなとなります。,女性,1988,三重県,名張市,700万円以上800万円未満,能登牛が当たる,,,渋滞がなく、運転しやすい道。
3447,加賀,いしかわ動物園,2024-03-29T14:50:38+09:00,1泊,1泊,加賀エリア （山代温泉、山中温泉、片山津温泉、粟津温泉、辰口温泉、加賀市、小松市など）,石川県外には泊まらない,小学生以下連れの家族,"地元の美味しいものを食べる, テーマパーク（遊園地、動物園、博物館など）, 各種体験（手作り、果物狩りなど）",自家用車,自家用車,とても満足,加賀エリア内の移動はどこへ行くにも近かった。ただし下調べは必須だと思う。,"10,000円以上、20,000円未満","3,000円以上、5,000円未満","10,000円以上、20,000円未満",初めて,観光パンフレット・ポスター,選択なし/該当施設なし,九谷焼美術館の体験館のカービィ絵付け体験,,"1,000円以上、3,000円未満",どちらでもない,手取りフィッシュランドのソフトアイスの方が満足度が高そうだったので事前にそっちを購入した,とても満足,臭くなかった、マップが分かりやすくコンパクトに周れた、展示方法が親しみやすい,感じなかった,,7,映え,また行きたい（1年以内）,道の駅の充実,女性,1987,滋賀県,長浜市,300万円以上400万円未満,"能登牛が当たる, なんとなく",,,特になし
