施設,タイムスタンプ,個人情報保護の方針について,全行程での宿泊数をお答えください（石川県以外での宿泊も含みます）,石川県内での宿泊数をお答えください,石川県内での宿泊エリアをお答えください,石川県外での宿泊エリアをお答えください,今回はどなたと石川県を訪れていますか？,今回の石川県の訪問目的は何ですか？（複数選択可）,石川県外から訪れた方にお聞きします。今回は主にどのような交通手段で石川県に来られましたか。※2つまでお答えください,次に、 当施設  を訪れる際に利用した主な交通手段をお答えください。※2つまでお答えください,前の設問で「自家用車」「徒歩」以外を選択された方にお聞きします。当該の交通手段をお使いいただいた満足度をお聞かせください。,上記満足度の理由について、具体的に教えてください,今回の旅行またはお出かけにおける、石川県内での具体的な宿泊費をお答えください。（予定でも可/１人あたり）,"今回の旅行またはお出かけにおける石川県内での具体的な交通費をお答えください。（予定でも可/１人あたり）
※石川県外からの交通費、石川県内での交通費を含む。","今回の旅行またはお出かけにおける、石川県内での具体的な現地消費額をお答えください。（予定でも可/１人あたり）
※飲食、買い物、体験・観光などの消費額合計
※宿泊費、交通費を除く",これまでに   当施設   には何度訪れたことがありますか。,今回   当施設   を訪れる際に参考にした情報源は何ですか？（複数選択可）,"当施設   の前に訪れた主な場所（施設やスポット名称、エリアなど）を、次の名称リストからひとつ選んでください。

※名称リストにない場所の場合は、「選択なし/該当施設なし」を選び、次の設問でお答えください。
※当施設   が最初に訪れた場所である場合は、「選択なし/該当施設なし」をお選びください。",上記名称リストにない場合について、具体的にお答えください。(前),"当施設   の後に訪れる予定の場所（施設やスポット名称、エリア）を、次の名称リストからひとつ選んでください

※名称リストにない場所の場合は、「選択なし/該当施設なし」を選び、次の設問でお答えください。
※当施設    が最後に訪れた場所である場合は、「選択なし/該当施設なし」をお選びください。",上記名称リストにない場合について、具体的にお答えください。(後),当施設    における、消費総額をお答えください。（予定でも可/１人あたり）,当施設 における、商品・サービスの満足度をお答えください,上記満足度の理由につい具体的に教えてください。(サービス),当施設   における、施設全体の満足度をお答えください。,上記満足度の理由につい具体的に教えてください。(施設全体),当施設   において、不便を感じたり困ったことはありましたか。,上記不便を感じたり、困ったことについて具体的に教えてください,あなたは石川県への旅行または 当施設 へのお出かけを、どのくらい家族や友人に薦めたいと思いますか。 0（全く薦めたくない）～10（ぜひ薦めたい）でお答えください。,あなたが求めている   当施設   の飲食、土産、アクティビティについて、ご自由にご意見をお聞かせください,今後、再び石川県を訪れたいと思いますか,"あなたが求めている石川県の飲食、土産、アクティビティについて、ご自由にご意見をお聞かせください。

(※必須項目です。無ければ「特になし」とご記入ください)",性別をお答えください,生まれた年をお答えください,お住いの都道府県をお答えください,"お住いの市区町村をお答えください
例：新宿区",世帯年収をお答えください,アンケートに回答しようと思った動機をお答えください,旅全体の総合満足度を教えてください。,"石川県への旅行を、どのくらい家族や友人に勧めたいと薦めたいと思いますか。
０（まったく薦めたくない）～１０（ぜひ薦めたい）でお答え下さい。",今回の旅行またはお出かけにおいて、特に人に薦めたいと感じたものとその理由について具体的に教えてください。
のと里山空港,2026/01/06 7:55:11,同意する,2泊,2泊,能登エリア （和倉温泉、七尾市、輪島市、珠洲市など）,石川県外には泊まらない,自分ひとり,友人・親戚を訪ねる,県外から訪れていない（石川県内在住）,路線バス,満足,交通手段があるだけでも助かる,使わない,"5,000円以上 10,000円未満","1,000円未満",11回目以上,友人・知人,選択なし/該当施設なし,すずなり,能登食祭市場,,"5,000円以上 10,000円未満",満足,また行きたいと思える,満足,ま行きたいと思える,感じなかった,,8,,また行きたい（1年以内）,特になし,女,1985,石川県,金沢市,200万円以上 300万円未満,景品が当たる,満足,10,奥能登の魅力を知ってもらいたい
のと鉄道 POKÉMON with YOUトレイン,2026/01/06 8:51:29,同意する,2泊,2泊,能登エリア （和倉温泉、七尾市、輪島市、珠洲市など）,石川県外には泊まらない,自分ひとり,"地元の美味しいものを食べる, 買い物、アウトレット, まちあるき、都市散策",名鉄バス,"在来線, 路線バス",とても満足,車窓の景色が素晴らしい,"5,000円以上 10,000円未満","5,000円以上 10,000円未満","10,000円以上 20,000円未満",2～5回目,"新聞・雑誌・ガイドブック, TV・ラジオ番組やCM, インターネット・アプリ",輪島朝市,コミセン,輪島朝市,コミセンBASEマリンタウン,"3,000円以上 5,000円未満",とても満足,スタッフの対応,とても満足,スタッフの対応,感じなかった,,10,地場産の物を買うようにしている,また行きたい（1年以内）,冬なので温かい食べ物が美味しかった,男,1968,愛知県,常滑市,300万円以上 400万円未満,なんとなく,とても満足,10,輪島の現状を見て感じて欲しい
のとじま水族館,2026/01/06 11:37:01,同意する,日帰り,石川県内には宿泊しない,石川県内には宿泊しない,石川県外には泊まらない,小学生以下連れの家族,テーマパーク（遊園地、動物園、博物館など）,自家用車,自家用車,満足,,"30,000円以上 40,000円未満","10,000円以上 20,000円未満","10,000円以上 20,000円未満",11回目以上,インターネット・アプリ,のとじま水族館,,選択なし／該当施設なし,,"3,000円以上 5,000円未満",満足,,満足,,感じなかった,,8,,石川県在住,特になし,男,1988,石川県,七尾市,300万円以上 400万円未満,景品が当たる,満足,8,
のとじま水族館,2026/01/06 12:28:54,同意する,2泊,2泊,金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）,石川県外には泊まらない,自分ひとり,"まちあるき、都市散策, 蓮ノ空のスタンプラリー",新幹線,"在来線, 路線バス",満足,電車遅延にも関わらず七尾駅での乗り換え対応してくれたため,"5,000円以上 10,000円未満","20,000円以上 30,000円未満","10,000円以上 20,000円未満",2～5回目,X(旧：Twitter),選択なし/該当施設なし,,選択なし／該当施設なし,,"1,000円以上 3,000円未満",とても満足,,とても満足,,感じなかった,,8,,また行きたい（1年以内）,特になし,男,1990,東京都,北区,600万円以上 700万円未満,"景品が当たる, なんとなく",とても満足,10,
のとじま水族館,2026/01/06 13:54:58,同意する,日帰り,石川県内には宿泊しない,石川県内には宿泊しない,石川県外には泊まらない,小学生以下連れの家族,お出かけ,自家用車,自家用車,,,使わない,使わない,使わない,2～5回目,友人・知人,千里浜なぎさドライブウェイ,,のとじま水族館,,"1,000円未満",とても満足,ジンベエザメが良かった,とても満足,雰囲気が落ち着いている,感じなかった,,10,,石川県在住,海産物,男,1996,石川県,野々市市,200万円以上 300万円未満,景品が当たる,とても満足,10,食事が美味しい
のとじま水族館,2026/01/06 13:57:13,同意する,日帰り,1泊,金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）,富山県,小学生以下連れの家族,テーマパーク（遊園地、動物園、博物館など）,レンタカー,自家用車,とても満足,ジンベイザメをみれた,"3,000円以上 5,000円未満","3,000円以上 5,000円未満","3,000円以上 5,000円未満",2～5回目,友人・知人,のとじま水族館,,道の駅のとじま,,"5,000円以上 10,000円未満",とても満足,綺麗な魚がみれた,とても満足,綺麗だった,感じなかった,,10,,また行きたい（1年以内）,食べ歩き,女,1935,石川県,野々市市,200万円以上 300万円未満,景品が当たる,とても満足,10,海鮮料理
のとじま水族館,2026/01/06 14:23:55,同意する,日帰り,石川県内には宿泊しない,石川県内には宿泊しない,石川県外には泊まらない,小学生以下連れの家族,テーマパーク（遊園地、動物園、博物館など）,県外から訪れていない（石川県内在住）,自家用車,とても満足,,使わない,"1,000円以上 3,000円未満","3,000円以上 5,000円未満",6～10回目,観光連盟やDMOのHP,選択なし/該当施設なし,,道の駅のとじま,,"1,000円以上 3,000円未満",とても満足,,とても満足,,感じなかった,,10,,また行きたい（1年以内）,お菓子をもう少し充実しても良いと思う,女,1997,石川県,かほく市,800万円以上 900万円未満,景品が当たる,とても満足,10,
のとじま水族館,2026/01/06 15:52:19,同意する,日帰り,石川県内には宿泊しない,石川県内には宿泊しない,石川県外には泊まらない,小学生以下連れの家族,"テーマパーク（遊園地、動物園、博物館など）, 買い物、アウトレット",自家用車,自家用車,満足,飛騨高山からは3時間弱でこれるので,使わない,"1,000円以上 3,000円未満","10,000円以上 20,000円未満",6～10回目,友人・知人,のとじま水族館,,選択なし／該当施設なし,,"5,000円以上 10,000円未満",とても満足,,とても満足,能登の魚たちがたくさん見られて大満足です。そして、震災前に会った子たちとまた再会できてよかったです。,感じなかった,,10,イルカアイスが可愛かった。,また行きたい（1年以内）,とくになし,女,1990,岐阜県,高山市,"900万円以上 1,000万円未満",景品が当たる,とても満足,10,水族館の生き物も可愛く、飼育員の方も親切で見ていてたのしかったです。
のと鉄道（通常）,2026/01/06 19:31:13,同意する,4泊以上,4泊以上,能登エリア （和倉温泉、七尾市、輪島市、珠洲市など）,石川県外には泊まらない,自分ひとり,"友人・親戚を訪ねる, 帰省","在来線, バス",自家用車,,,使わない,"10,000円以上 20,000円未満","10,000円以上 20,000円未満",11回目以上,インターネット・アプリ,能登食祭市場,,選択なし／該当施設なし,,"3,000円以上 5,000円未満",満足,海鮮丼が美味しかった,満足,,感じた,工事中で復旧半ばだった,9,,また行きたい（1年以内）,なし,女,2006,新潟県,新潟市,"900万円以上 1,000万円未満",景品が当たる,満足,9,
宝達山　こぶしの路,2026/01/06 21:47:04,同意する,日帰り,石川県内には宿泊しない,石川県内には宿泊しない,地元石川県,自分ひとり,"地元の美味しいものを食べる, アウトドア（海水浴、釣り、登山など）",自家用車,自家用車,,,使わない,"1,000円未満","1,000円以上 3,000円未満",11回目以上,友人・知人,選択なし/該当施設なし,金沢市内,選択なし／該当施設なし,,使わない,とても満足,,とても満足,,感じなかった,,8,,石川県在住,自然と文化の調和が素晴らしいと思います。能登地方の復興、将来的に発展していくよう願っています。,女,1996,石川県,かほく市,"900万円以上 1,000万円未満","ARでひゃくまんさんと写真が撮りたかった, 動く３Dひゃくまんさんを見たい",満足,8,
のとじま水族館,2026/01/07 6:28:31,同意する,日帰り,石川県内には宿泊しない,金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）,石川県外には泊まらない,小学生以下連れの家族,"温泉や露天風呂, テーマパーク（遊園地、動物園、博物館など）",県外から訪れていない（石川県内在住）,自家用車,,,使わない,使わない,"5,000円以上 10,000円未満",2～5回目,知ってた,選択なし/該当施設なし,ここに来た,能登食祭市場,,"3,000円以上 5,000円未満",とても満足,子供たちのテンションが高かった,とても満足,地震に負けず頑張ってください,感じなかった,,8,やってない所があった。,また行きたい（1年以内）,特になし,男,1979,石川県,野々市市,500万円以上 600万円未満,景品が当たる,満足,8,ゆっくり出来る
のと鉄道（震災語り部列車）,2026/01/07 9:23:48,同意する,1泊,1泊,能登エリア （和倉温泉、七尾市、輪島市、珠洲市など）,石川県外には泊まらない,団体旅行,スポーツ観戦や芸術鑑賞（コンサート等）,自家用車,自家用車,,温泉でゆっくりできた,"10,000円以上 20,000円未満","1,000円未満","1,000円以上 3,000円未満",初めて,友人・知人,選択なし/該当施設なし,特になし,選択なし／該当施設なし,,使わない,どちらでもない,特になし,どちらでもない,特になし,感じなかった,,6,,また行きたい（1年以内）,石川県特に能登応援したい,男,1951,石川県,金沢市,300万円以上 400万円未満,景品が当たる,満足,8,見どころ多く二泊三日おすすめ
のとじま水族館,2026/01/07 10:44:34,同意する,1泊,1泊,金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）,石川県外には泊まらない,友人,地元の美味しいものを食べる,レンタカー,レンタカー,どちらでもない,,"3,000円以上 5,000円未満","1,000円未満",使わない,2～5回目,観光展・物産展,道の駅のとじま,,道の駅のとじま,,"3,000円以上 5,000円未満",とても満足,,とても満足,,感じなかった,,10,,また行きたい（1年以内）,特になし,男,1999,埼玉県,所沢市,100万円以上 200万円未満,"景品が当たる, ひゃくまんさんが好き, 石川県のおすすめ観光スポットが見たい",とても満足,9,
のと鉄道（通常）,2026/01/07 15:43:42,同意する,日帰り,石川県内には宿泊しない,金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）,富山県,中学生以上連れの家族,"宿でのんびり過ごす, 温泉や露天風呂, 地元の美味しいものを食べる, 花見や紅葉などの自然鑑賞, 名所、旧跡の観光",県外から訪れていない（石川県内在住）,在来線,満足,,"10,000円以上 20,000円未満","20,000円以上 30,000円未満","3,000円以上 5,000円未満",2～5回目,"観光展・物産展, 友人・知人",のとじま水族館,,千里浜なぎさドライブウェイ,,"1,000円以上 3,000円未満",満足,,満足,,感じなかった,,7,,機会があれば行きたい,カフェ,女,1971,石川県,かほく市,700万円以上 800万円未満,景品が当たる,満足,7,
のとじま水族館,2026/01/07 15:45:02,同意する,日帰り,石川県内には宿泊しない,加賀エリア （山代温泉、山中温泉、片山津温泉、粟津温泉、辰口温泉、加賀市、小松市など）,東京,友人,地元の美味しいものを食べる,自家用車,自家用車,,,"5,000円以上 10,000円未満","1,000円以上 3,000円未満","5,000円以上 10,000円未満",2～5回目,"新聞・雑誌・ガイドブック, TV・ラジオ番組やCM, Instagram",道の駅のとじま,,能登食祭市場,,"3,000円以上 5,000円未満",とても満足,また来たいと思いました,とても満足,,感じなかった,,10,食事はとても美味しかったし、店員さんも優しかったです。,また行きたい（1年以内）,今はまだ思いつかない,女,1968,富山県,高岡市,100万円以上 200万円未満,景品が当たる,とても満足,10,食べ物美味しい
のとじま水族館,2026/01/07 15:48:28,同意する,日帰り,石川県内には宿泊しない,石川県内には宿泊しない,石川県外には泊まらない,友人,"ドライブ・ツーリング, 友人・親戚を訪ねる, のとを応援しよう",自家用車,自家用車,,復興がこんなにも早くてびっくりしましたまた来て応援したいです,使わない,使わない,"3,000円以上 5,000円未満",2～5回目,インターネット・アプリ,道の駅のとじま,,選択なし／該当施設なし,,"1,000円以上 3,000円未満",とても満足,ペンギンの散歩やイルカショウなど楽しいことがたくさんありました,とても満足,展示かたもお正月らしいものがたくさんあり満足です,感じなかった,,10,お食事処がとてもよかったです　親切にしていただきました,また行きたい（1年以内）,なし,女,1964,富山県,高岡市,100万円以上 200万円未満,景品が当たる,満足,10,"水族館
の展示やショウ"
のとじま水族館,2026/01/07 15:49:29,同意する,2泊,2泊,金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）,石川県外には泊まらない,自分ひとり,"地元の美味しいものを食べる, 名所、旧跡の観光, テーマパーク（遊園地、動物園、博物館など）, お祭りやイベントへの参加・見物, まちあるき、都市散策",新幹線,レンタカー,満足,のと里山海道を通り快適に金沢から能登島付近まで来られたため,"5,000円以上 10,000円未満","10,000円以上 20,000円未満","20,000円以上 30,000円未満",初めて,"インターネット・アプリ, X(旧：Twitter), Instagram",選択なし/該当施設なし,,選択なし／該当施設なし,,"3,000円以上 5,000円未満",とても満足,,とても満足,,感じなかった,,10,,また行きたい（1年以内）,北陸の海産物、お酒、野菜を楽しみにしている,男,1990,東京都,板橋区,400万円以上 500万円未満,"景品が当たる, ひゃくまんさんが好き",とても満足,10,冬場の北陸の海鮮を堪能したり、雪景色の金沢・能登は見ごたえがある
のと鉄道（通常）,2026/01/07 18:52:48,同意する,2泊,2泊,金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）,石川県外には泊まらない,恋人,"地元の美味しいものを食べる, まちあるき、都市散策",新幹線,在来線,満足,落ち着く雰囲気だったから,"20,000円以上 30,000円未満","30,000円以上 40,000円未満","5,000円以上 10,000円未満",初めて,インターネット・アプリ,千里浜なぎさドライブウェイ,,選択なし／該当施設なし,,"3,000円以上 5,000円未満",満足,施設内がとても綺麗だったから,満足,清潔で接客などもとてめ素敵だったから。,感じなかった,,8,,石川県在住,特になし,女,2008,石川県,鹿島郡中能登町,500万円以上 600万円未満,"石川県のおすすめ観光スポットが見たい, なんとなく",満足,9,温泉です。とてもリラックスできて最高でした。
のと鉄道（通常）,2026/01/07 20:05:49,同意する,4泊以上,4泊以上,能登エリア （和倉温泉、七尾市、輪島市、珠洲市など）,石川県外には泊まらない,自分ひとり,帰省,高速バス,路線バス,どちらでもない,寝不足、窮屈,使わない,"10,000円以上 20,000円未満","20,000円以上 30,000円未満",11回目以上,"インターネット・アプリ, X(旧：Twitter)",選択なし/該当施設なし,穴水どんたく,選択なし／該当施設なし,七尾ミナクル,使わない,どちらでもない,何度も来ているから,どちらでもない,度々お邪魔しているから,感じなかった,,8,駅に近く、アクセスが良い,また行きたい（1年以内）,特になし,男,1959,東京都,中野区,100万円以上 200万円未満,景品が当たる,どちらでもない,8,早く復興を願うから
のとじま水族館,2026/01/08 13:57:22,同意する,日帰り,1泊,能登エリア （和倉温泉、七尾市、輪島市、珠洲市など）,富山県,恋人,宿でのんびり過ごす,自家用車,自家用車,とても満足,,"5,000円以上 10,000円未満","5,000円以上 10,000円未満","3,000円以上 5,000円未満",初めて,観光展・物産展,のとじま水族館,,千里浜なぎさドライブウェイ,,"5,000円以上 10,000円未満",満足,,とても満足,,感じなかった,,7,,また行きたい（1年以内）,お寿司,男,1995,茨城県,日立市,300万円以上 400万円未満,景品が当たる,満足,8,
のと鉄道 POKÉMON with YOUトレイン,2026/01/08 14:08:12,同意する,日帰り,石川県内には宿泊しない,石川県内には宿泊しない,東京都,自分ひとり,のと鉄道に乗り、能登空港からフライトする,在来線,在来線,,,使わない,"1,000円以上 3,000円未満","1,000円以上 3,000円未満",2～5回目,ANAのトクたびマイル,選択なし/該当施設なし,ちゃか寿司,選択なし／該当施設なし,能登空港,"1,000円以上 3,000円未満",満足,,満足,,感じなかった,,8,,機会があれば行きたい,新幹線バブルで調子に乗っていない地元密着の飲食店,男,1986,大阪府,東大阪市,"1,500万円以上","景品が当たる, 出発待ち時間",とても満足,8,七尾駅前の雰囲気、七尾線の景色、能登前寿司のうまさ
のとじま水族館,2026/01/08 14:10:39,同意する,2泊,2泊,能登エリア （和倉温泉、七尾市、輪島市、珠洲市など）,石川県外には泊まらない,自分ひとり,テーマパーク（遊園地、動物園、博物館など）,新幹線,新幹線,とても満足,早くて快適に行けるから,"10,000円以上 20,000円未満","20,000円以上 30,000円未満","20,000円以上 30,000円未満",初めて,Instagram,のとじま水族館,,選択なし／該当施設なし,兼六園,"10,000円以上 20,000円未満",とても満足,いろんな生き物のパフォーマンスが充実しているから,とても満足,好きな生き物がいて落ち着ける空間だから,感じなかった,,7,飲食出来る店がふくすうあることと、パフォーマンスが豊富で楽しいしゆっくり見られる広さや展示なので満足,機会があれば行きたい,SNSで石川県のブロッコリー農家さんを知りました。道の駅はもちろんですが、駅前や今回行ったのとじま水族館などの施設でも石川県の野菜などが買えると嬉しいと思いました。,女,1986,東京都,江戸川区,200万円以上 300万円未満,なんとなく,とても満足,10,のとじま水族館の展示の迫力、地震から立ち直りつつある姿。ジンベエザメの迫力とそれを感じさせる展示。他の生き物も距離が近く身近に生き物の生態を感じることができ、魅力的なﾊﾞｼｮﾀﾞﾄ思う。
のと鉄道（通常）,2026/01/09 10:53:14,同意する,1泊,1泊,加賀エリア （山代温泉、山中温泉、片山津温泉、粟津温泉、辰口温泉、加賀市、小松市など）,福井県,小学生以下連れの家族,"宿でのんびり過ごす, 温泉や露天風呂, 地元の美味しいものを食べる",新幹線,在来線,とても不満,便所が使えない,"20,000円以上 30,000円未満","40,000円以上 50,000円未満","20,000円以上 30,000円未満",初めて,インターネット・アプリ,千里浜なぎさドライブウェイ,,能登食祭市場,,"1,000円未満",とても不満,便所が使えない,とても不満,便所が使えない,感じた,,0,,行きたくない,特にない,男,1954,東京都,江戸川区,500万円以上 600万円未満,不満を使えるため,とても不満,0,
のと鉄道（通常）,2026/01/09 13:26:24,同意する,日帰り,石川県内には宿泊しない,石川県内には宿泊しない,石川県外には泊まらない,自分ひとり,列車で景色を見ながらお酒を飲む,"新幹線, 在来線",在来線,不満,景色は良かったが、携帯電話をマナーモードにもせず、大音量で動画を見ている奴(地元住民と思われる年寄り)が多く、非常に不愉快であった。この次は来ない。もっと厳しく注意してもらいたい。。,使わない,"10,000円以上 20,000円未満","5,000円以上 10,000円未満",2～5回目,インターネット・アプリ,選択なし/該当施設なし,,選択なし／該当施設なし,,"1,000円以上 3,000円未満",不満,車内のマナー(特に携帯電話をマナーモードにもせず大音量で鳴らしている乗客が多い。非常に不愉快),どちらでもない,,感じた,車内のマナーが守られていない。,0,,どちらともいえない,地ビール、駅弁,男,1978,新潟県,上越市,"1,000万円以上 1,200万円未満",なんとなく,不満,5,
のとじま水族館,2026/01/09 15:41:24,同意する,日帰り,1泊,白山エリア （一里野温泉、白峰温泉、白山市など）,石川県外には泊まらない,恋人,"地元の美味しいものを食べる, テーマパーク（遊園地、動物園、博物館など）, 買い物、アウトレット",自家用車,自家用車,,,"10,000円以上 20,000円未満","5,000円以上 10,000円未満","10,000円以上 20,000円未満",2～5回目,"観光連盟やDMOのHP, インターネット・アプリ",選択なし/該当施設なし,能登中島牡蠣,道の駅のとじま,,"3,000円以上 5,000円未満",とても満足,地震後でも飼育員さんが明るく頑張っている,とても満足,飼育員さんを応援したい,感じなかった,,10,個性的な土産があった,また行きたい（1年以内）,海鮮がおいしい,男,1954,石川県,白山市,300万円以上 400万円未満,景品が当たる,とても満足,10,交通は不便だが魅力がいっぱい
のとじま水族館,2026/01/09 16:20:59,同意する,日帰り,石川県内には宿泊しない,石川県内には宿泊しない,富山県,夫婦2人,テーマパーク（遊園地、動物園、博物館など）,自家用車,自家用車,,,使わない,"1,000円以上 3,000円未満","5,000円以上 10,000円未満",2～5回目,"観光展・物産展, 新聞・雑誌・ガイドブック",能登食祭市場,,選択なし／該当施設なし,特にないです。,使わない,どちらでもない,イベントの中止など,どちらでもない,,感じなかった,,6,,機会があれば行きたい,グッズ,男,1969,富山県,魚津市,600万円以上 700万円未満,景品が当たる,どちらでもない,6,
のとじま水族館,2026/01/09 22:23:53,同意する,日帰り,石川県内には宿泊しない,石川県内には宿泊しない,実家に泊まりました,小学生以下連れの家族,"テーマパーク（遊園地、動物園、博物館など）, 帰省","自家用車, 飛行機",自家用車,,,使わない,"50,000円以上 100,000円未満","20,000円以上 30,000円未満",2～5回目,Instagram,のとじま水族館,,選択なし／該当施設なし,,"3,000円以上 5,000円未満",とても満足,,とても満足,,感じた,ベビーカーの貸し出しを中止していたので、それが困りました。,10,,また行きたい（1年以内）,帰省割とかあったらいいなぁと思います。,女,1996,長崎県,大村市,800万円以上 900万円未満,"景品が当たる, 石川県のおすすめ観光スポットが見たい",とても満足,10,
のと鉄道（通常）,2026/01/10 8:45:48,同意する,2泊,石川県内には宿泊しない,石川県内には宿泊しない,福井県,自分ひとり,まちあるき、都市散策,"新幹線, 在来線",在来線,満足,疲れないから。,使わない,"1,000円以上 3,000円未満","3,000円以上 5,000円未満",初めて,インターネット・アプリ,選択なし/該当施設なし,,道の駅のとじま,,"1,000円未満",どちらでもない,,どちらでもない,,感じなかった,,6,,機会があれば行きたい,特になし,男,1979,山口県,光市,200万円以上 300万円未満,景品が当たる,満足,6,
のと鉄道（通常）,2026/01/10 10:46:16,同意する,3泊,1泊,金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）,富山県,自分ひとり,まちあるき、都市散策,飛行機,在来線,とても満足,ラッピングトレインや駅の装飾が見れてよかった,"5,000円以上 10,000円未満","20,000円以上 30,000円未満","3,000円以上 5,000円未満",初めて,"インターネット・アプリ, X(旧：Twitter)",選択なし/該当施設なし,金沢駅,選択なし／該当施設なし,道の駅あなみず,"1,000円以上 3,000円未満",とても満足,駅のポケモンラッピングが見れた、このあとポケモンラッピングトレインにも乗る予定,とても満足,駅のポケモンラッピングが見れた、ポケモンラッピングトレインにも乗る予定,感じなかった,,10,ポケモンのグッズがもっとあるといい,機会があれば行きたい,ポケモンコラボをしているので、ポケモンのイラストのお土産がもっと駅などで購入できると嬉しい,女,1987,北海道,北広島市,"900万円以上 1,000万円未満",景品が当たる,とても満足,10,
のとじま水族館,2026/01/10 11:09:34,同意する,1泊,1泊,能登エリア （和倉温泉、七尾市、輪島市、珠洲市など）,石川県外には泊まらない,小学生以下連れの家族,"宿でのんびり過ごす, 温泉や露天風呂, 地元の美味しいものを食べる, テーマパーク（遊園地、動物園、博物館など）",自家用車,自家用車,,,"20,000円以上 30,000円未満","5,000円以上 10,000円未満","30,000円以上 40,000円未満",6～10回目,インターネット・アプリ,のとじま水族館,,のとじま水族館,,"50,000円以上 100,000円未満",満足,楽しい,満足,楽しい,感じなかった,,9,,また行きたい（1年以内）,バンジージャンプ、ダイビング、スカイダイビング,男,1985,富山県,下新川郡入善町,"1,000万円以上 1,200万円未満",景品が当たる,満足,8,食事、観光
のとじま水族館,2026/01/10 11:11:40,同意する,1泊,1泊,能登エリア （和倉温泉、七尾市、輪島市、珠洲市など）,福井県,小学生以下連れの家族,"宿でのんびり過ごす, 温泉や露天風呂, 地元の美味しいものを食べる, テーマパーク（遊園地、動物園、博物館など）",自家用車,自家用車,とても満足,,"30,000円以上 40,000円未満",使わない,"50,000円以上 100,000円未満",6～10回目,"観光展・物産展, 新聞・雑誌・ガイドブック, TV・ラジオ番組やCM, 観光パンフレット・ポスター, インターネット・アプリ, Instagram",のとじま水族館,,道の駅のとじま,,"20,000円以上 30,000円未満",とても満足,,とても満足,,感じなかった,,10,,また行きたい（1年以内）,特になし,女,1963,富山県,下新川郡入膳町,700万円以上 800万円未満,景品が当たる,とても満足,10,
のと鉄道（通常）,2026/01/10 12:20:30,同意する,日帰り,石川県内には宿泊しない,石川県内には宿泊しない,富山県,友人,"地元の美味しいものを食べる, まちあるき、都市散策",在来線,在来線,とても満足,特急のとかがり火ですぐ着いたから。,使わない,"3,000円以上 5,000円未満","3,000円以上 5,000円未満",2～5回目,"TV・ラジオ番組やCM, 観光パンフレット・ポスター",選択なし/該当施設なし,,選択なし／該当施設なし,和倉温泉,"1,000円以上 3,000円未満",とても満足,景色がいい,とても満足,,感じなかった,,8,,また行きたい（1年以内）,のと鉄道の観光列車を冬季も運転してほしい,男,2004,富山県,富山市,500万円以上 600万円未満,景品が当たる,とても満足,9,
のとじま水族館,2026/01/10 13:26:35,同意する,2泊,2泊,能登エリア （和倉温泉、七尾市、輪島市、珠洲市など）,石川県外には泊まらない,友人,"温泉や露天風呂, 花見や紅葉などの自然鑑賞","新幹線, 在来線",レンタカー,満足,入口が分かりやすい,"40,000円以上 50,000円未満","10,000円以上 20,000円未満","10,000円以上 20,000円未満",初めて,友人・知人,道の駅のとじま,,能登食祭市場,,"1,000円以上 3,000円未満",満足,特になし,満足,設備が綺麗,感じなかった,,7,,また行きたい（1年以内）,海鮮料理や山菜料理,男,1990,愛知県,豊田市,400万円以上 500万円未満,景品が当たる,とても満足,9,海鮮料理が新鮮で美味しい
のとじま水族館,2026/01/10 13:27:37,同意する,1泊,1泊,金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）,石川県外には泊まらない,恋人,"地元の美味しいものを食べる, テーマパーク（遊園地、動物園、博物館など）",自家用車,自家用車,,,"1,000円以上 3,000円未満","3,000円以上 5,000円未満","10,000円以上 20,000円未満",初めて,TV・ラジオ番組やCM,選択なし/該当施設なし,,道の駅のとじま,,"1,000円以上 3,000円未満",とても満足,,とても満足,,感じなかった,,0,,また行きたい（1年以内）,海鮮,女,1997,福井県,福井市,400万円以上 500万円未満,景品が当たる,とても満足,10,
のとじま水族館,2026/01/10 13:27:50,同意する,2泊,2泊,能登エリア （和倉温泉、七尾市、輪島市、珠洲市など）,石川県外には泊まらない,友人,"宿でのんびり過ごす, 温泉や露天風呂, 地元の美味しいものを食べる, 花見や紅葉などの自然鑑賞, テーマパーク（遊園地、動物園、博物館など）","飛行機, 高速バス",レンタカー,満足,,"40,000円以上 50,000円未満","5,000円以上 10,000円未満","5,000円以上 10,000円未満",初めて,インターネット・アプリ,道の駅のとじま,,選択なし／該当施設なし,嶽神社,"3,000円以上 5,000円未満",満足,,とても満足,,感じなかった,,8,,機会があれば行きたい,海の幸、釣り,男,1987,宮崎県,宮崎市,700万円以上 800万円未満,景品が当たる,とても満足,9,
